avg_active_mins_pre,avg_active_mins_post
5.208333333333333,9.34375
3.9130434782608696,7.038461538461537
1.4285714285714286,6.222222222222222
6.62962962962963,8.027777777777779
3.7647058823529416,5.388888888888888
2.375,5.0
4.5555555555555545,8.970588235294116
2.1666666666666665,9.821428571428571
5.392857142857144,4.2
3.727272727272727,12.75
7.653846153846153,8.476190476190476
9.735294117647056,6.837837837837838
2.2857142857142856,2.6
2.0,2.0
11.947368421052632,20.933333333333334
2.6666666666666665,5.2
3.684210526315789,9.444444444444443
3.4444444444444446,10.451612903225808
3.96875,9.282051282051283
2.333333333333333,6.608695652173912
6.2,9.446808510638302
1.0,7.5
4.766666666666667,10.25
17.285714285714285,18.53333333333333
2.933333333333333,5.428571428571429
1.6666666666666667,5.0
3.625,3.571428571428572
10.724137931034482,10.78125
1.8333333333333333,4.2
1.75,2.0
3.2857142857142856,3.1666666666666665
9.4,15.809523809523812
1.875,6.0588235294117645
3.111111111111111,2.0
1.75,2.875
4.351351351351353,12.465116279069766
1.6923076923076923,3.5
4.36,4.32
5.666666666666668,21.5
9.0,1.5
8.52,11.75
5.666666666666668,3.5625
3.0,4.916666666666667
3.678571428571429,4.0
2.76,5.269230769230768
2.9230769230769234,1.0
3.4347826086956523,4.941176470588236
5.25,8.142857142857142
6.506849315068492,13.338028169014088
3.3571428571428568,5.176470588235294
9.253164556962023,6.674418604651162
2.333333333333333,5.357142857142857
6.727272727272728,8.266666666666667
12.681818181818182,14.35483870967742
4.205882352941177,6.875
4.934782608695652,7.290322580645161
1.5,3.0
2.0,3.5
1.6,6.230769230769232
3.1,5.0
1.6666666666666667,17.666666666666668
4.590909090909091,6.3125
2.4285714285714284,3.6428571428571432
8.794871794871796,9.321428571428571
4.6,6.7
2.4615384615384617,3.8571428571428568
2.5,9.0
3.4705882352941178,8.365853658536585
5.035714285714286,6.803571428571429
3.652173913043478,9.3
3.888888888888889,5.875
10.387096774193546,14.193548387096774
3.037037037037037,4.1923076923076925
2.2,3.1
1.375,2.25
3.0357142857142856,1.6666666666666667
4.0,2.8
2.0,1.0
2.2,3.8571428571428568
9.125,8.125
24.0,7.166666666666668
6.851851851851853,8.53125
2.0,4.0
11.32258064516129,19.61111111111111
3.333333333333333,9.166666666666666
7.4264705882352935,9.933333333333334
13.860759493670885,18.28333333333333
6.789473684210527,16.0
2.625,2.4285714285714284
8.397260273972604,14.382978723404255
3.0,3.0
2.0,2.6666666666666665
1.4,4.0
4.3,5.857142857142858
19.0,14.0
2.75,7.8
5.7384615384615385,6.580645161290323
2.9166666666666665,3.75
3.6,7.111111111111112
3.5,5.833333333333332
2.0,5.571428571428571
5.14,6.25
12.425531914893615,17.0
3.1428571428571432,3.1428571428571432
3.0,8.75
6.071428571428571,7.2
8.484848484848484,7.8
5.916666666666668,8.262295081967213
2.3043478260869565,3.888888888888889
6.113636363636362,5.275862068965517
10.641509433962264,16.90909090909091
4.857142857142857,4.333333333333333
1.8333333333333333,2.583333333333333
7.333333333333332,2.0
3.0,5.0
2.5,3.2
9.6,10.176470588235292
5.5,7.1
4.0,4.0
11.25,2.0
4.925925925925926,8.818181818181818
1.3333333333333333,2.5
5.368421052631579,3.0
1.0,3.0
8.285714285714286,3.6666666666666665
6.24,8.4
3.0476190476190474,4.857142857142857
2.5,2.0
3.0,3.5
3.647058823529412,8.705882352941176
1.0,2.0
2.3076923076923075,3.0
1.4,1.0
9.375,13.578947368421053
6.130434782608695,10.166666666666666
4.0,3.333333333333333
3.0,3.0909090909090913
4.533333333333333,4.85
2.833333333333333,4.25
7.0,13.833333333333336
2.2,6.277777777777778
5.6,2.5
8.2,4.0
2.5,4.842105263157895
7.684210526315789,8.724137931034482
3.5909090909090913,6.5555555555555545
3.7142857142857135,5.0
4.142857142857143,1.3333333333333333
3.1666666666666665,4.0
3.25,5.741935483870968
11.0,6.0
3.0,3.9130434782608696
3.2857142857142856,4.095238095238095
1.3333333333333333,2.5
5.333333333333333,9.166666666666666
4.552631578947368,6.136363636363638
5.4,5.0
3.36,4.071428571428571
4.9230769230769225,7.666666666666668
5.636363636363638,5.2727272727272725
5.666666666666668,6.888888888888888
13.611111111111109,9.0
5.844444444444443,7.65625
7.0,6.365853658536586
5.0588235294117645,4.454545454545454
2.8,4.933333333333334
2.1666666666666665,6.142857142857142
1.9285714285714288,6.133333333333334
3.083333333333333,6.6
2.875,3.1666666666666665
3.333333333333333,5.722222222222222
8.538461538461537,11.846153846153848
2.8461538461538463,4.6
2.0,2.5
4.0625,7.6923076923076925
2.5,1.6666666666666667
8.902912621359222,10.89873417721519
2.2142857142857144,2.8571428571428568
8.833333333333334,14.0
1.5714285714285714,9.5
19.176470588235293,13.347826086956523
1.681818181818182,2.6
10.0,7.72093023255814
12.692307692307693,14.709677419354836
1.6666666666666667,4.333333333333333
10.5,16.5
3.954545454545455,6.53125
5.0769230769230775,8.571428571428571
3.4,4.0
3.0,3.333333333333333
4.575757575757576,2.6
2.75,2.8
9.659574468085106,11.666666666666664
6.666666666666668,2.5
7.0,8.235294117647058
2.333333333333333,4.666666666666667
1.25,1.0
3.52,5.6875
13.621621621621617,22.181818181818183
2.647058823529412,3.571428571428572
1.75,1.2
8.0,6.526315789473684
4.0,11.5
5.72,5.315789473684211
1.9,5.166666666666667
6.384615384615384,5.3
2.833333333333333,3.8571428571428568
3.7321428571428568,4.148936170212766
6.4,7.777777777777778
2.625,2.769230769230769
15.840909090909092,19.8
8.25,12.166666666666664
6.0,4.5
1.8571428571428568,4.333333333333333
2.2857142857142856,4.4
5.5555555555555545,8.866666666666667
5.416666666666668,8.142857142857142
6.0,11.285714285714285
2.9,3.2
9.181818181818182,8.272727272727273
2.0,2.5
11.25,4.0
6.0,6.888888888888888
1.7,7.6
2.2777777777777777,5.142857142857143
4.7368421052631575,9.105263157894736
2.0,24.5
2.2666666666666666,4.666666666666667
16.615384615384613,18.13636363636364
4.0,4.818181818181818
3.4117647058823533,3.25
2.0,4.0606060606060606
6.038461538461537,8.392857142857142
10.777777777777779,7.0
14.290909090909093,20.976744186046513
3.4705882352941178,5.666666666666668
12.0,5.4375
5.6923076923076925,8.333333333333334
3.129032258064516,17.69230769230769
5.136363636363637,10.285714285714286
2.5,4.7
6.102564102564102,7.769230769230768
2.6666666666666665,5.7142857142857135
5.62962962962963,8.771428571428572
6.133333333333334,7.90625
7.3,6.090909090909091
3.888888888888889,7.153846153846153
2.0681818181818183,2.9655172413793105
3.0,5.0
9.96774193548387,10.926829268292684
1.75,4.666666666666667
2.0,8.0
3.25,4.5555555555555545
8.0,6.2
3.75,2.75
10.660377358490566,11.638888888888891
3.1428571428571432,6.25
6.828571428571428,6.333333333333332
16.529411764705884,15.833333333333336
2.0,4.666666666666667
2.833333333333333,7.111111111111112
8.803030303030303,12.255319148936168
3.1428571428571432,9.444444444444443
6.682926829268293,8.375
2.0,5.636363636363638
3.0416666666666665,4.1875
5.108695652173913,9.266666666666667
1.7333333333333334,10.0
4.806451612903227,8.166666666666666
9.5,10.75
2.6296296296296298,4.15
1.25,7.3125
2.6923076923076925,5.64
6.071428571428571,9.296296296296298
4.0,6.6
2.0,4.333333333333333
3.6666666666666665,3.555555555555556
14.142857142857142,8.571428571428571
5.75,6.333333333333332
2.5,2.4444444444444446
2.6,5.684210526315789
2.5,4.866666666666666
3.1333333333333333,2.5454545454545454
2.75,6.033333333333332
3.0,5.0
6.8023255813953485,7.534246575342466
4.666666666666667,5.0
4.0,8.5
2.571428571428572,3.0
3.388888888888889,5.6923076923076925
2.071428571428572,8.0
3.0,7.4
2.6666666666666665,5.8235294117647065
13.5,4.0
2.9268292682926833,5.083333333333333
2.6666666666666665,10.5
3.2666666666666666,7.208333333333332
4.0,2.8
3.0,4.0
1.4,4.571428571428571
6.6,2.5
4.625,8.833333333333334
1.75,6.875
11.775,15.933333333333335
7.0,5.0
1.4285714285714286,2.6
11.842105263157894,16.875
3.7288135593220337,6.333333333333332
2.6666666666666665,6.666666666666668
2.933333333333333,3.6
5.0,5.0
3.0,4.2
3.1578947368421053,6.35
6.0,13.125
5.487804878048781,9.457142857142856
2.7222222222222223,6.428571428571429
2.9285714285714284,6.428571428571429
14.60344827586207,20.36842105263158
3.4,2.0
2.8181818181818183,1.5
3.75,8.75
7.1818181818181825,16.647058823529413
4.756756756756757,9.454545454545457
6.461538461538463,5.411764705882354
2.264705882352941,3.4444444444444446
10.444444444444443,8.307692307692307
16.692307692307693,20.4
4.0,4.0
2.1818181818181817,2.6
2.0,3.5
2.9166666666666665,4.0
6.1944444444444455,9.069767441860462
5.516129032258066,8.555555555555555
5.185185185185184,8.25
1.5714285714285714,2.0
2.142857142857143,4.0
2.4285714285714284,2.0
2.875,2.0
5.0,6.583333333333332
3.272727272727273,3.0
2.136363636363636,4.375
3.25,5.777777777777778
3.5454545454545454,5.4
8.96,15.779661016949152
7.857142857142858,9.722222222222221
1.0,1.0
11.833333333333336,14.75
2.2,2.5
6.6,5.0
2.8235294117647056,8.833333333333334
2.75,2.75
4.6944444444444455,7.527777777777778
2.0,1.0
6.0,11.0
2.888888888888889,6.315789473684211
7.415094339622643,12.653061224489793
2.0,5.0
2.888888888888889,14.866666666666667
10.0,4.5
1.5,3.1
6.083333333333332,4.133333333333334
3.5,5.6
3.4,6.918918918918918
4.545454545454546,6.882352941176472
9.903846153846152,17.34375
3.125,7.833333333333332
10.368421052631579,15.057142857142857
2.2,3.56
3.625,8.045454545454545
5.574074074074074,7.772727272727272
4.125,3.333333333333333
3.4166666666666665,5.878787878787879
2.571428571428572,1.0
3.0,8.423076923076923
2.2857142857142856,3.2666666666666666
2.0,3.333333333333333
8.148148148148149,10.630434782608695
3.272727272727273,4.0
2.375,3.5
3.631578947368421,4.392857142857143
8.944444444444445,5.454545454545454
5.0,6.0
2.4285714285714284,4.2
3.0,2.0
2.2,10.2
2.933333333333333,4.785714285714286
1.4,4.0
2.25,5.1875
2.6666666666666665,5.666666666666668
5.233333333333333,7.357142857142858
5.4,5.5
3.6,4.0
2.888888888888889,12.3125
14.75,13.444444444444445
4.2727272727272725,7.6
10.0,21.0
2.0,4.0
2.4545454545454546,3.125
4.0,8.666666666666666
7.333333333333332,5.65625
2.25,4.153846153846153
12.436363636363636,12.0
8.666666666666666,14.5
3.0,5.0625
3.1428571428571432,5.0
4.0,4.5
2.1111111111111107,2.6666666666666665
1.625,3.555555555555556
4.818181818181818,6.0
2.875,3.75
1.6666666666666667,3.5454545454545454
2.5,4.875
2.875,6.125
8.628571428571428,8.9
5.333333333333333,3.25
3.571428571428572,4.75
4.333333333333333,13.446428571428573
3.875,4.1875
3.2142857142857144,4.153846153846153
3.636363636363636,6.571428571428571
1.6666666666666667,2.5
8.920634920634921,11.268292682926829
7.466666666666668,16.05128205128205
5.571428571428571,8.12
3.433333333333333,6.777777777777778
6.038461538461537,9.428571428571429
1.0,6.5
4.9,6.882352941176472
9.121951219512193,10.822222222222226
3.2666666666666666,5.947368421052633
1.818181818181818,2.555555555555556
2.708333333333333,3.75
3.25,4.833333333333333
2.125,7.195121951219512
6.1818181818181825,9.5
5.543478260869565,11.692307692307693
6.029411764705883,10.15625
3.0,2.5
7.545454545454546,12.642857142857142
9.777777777777779,10.44
8.425531914893616,6.523809523809524
2.0,4.5
2.0,6.666666666666668
2.25,5.4444444444444455
11.86842105263158,18.473684210526315
1.8,10.5
4.5,5.466666666666668
7.127659574468084,6.7073170731707314
2.2777777777777777,4.888888888888889
3.7777777777777777,7.2
1.0,3.0
2.555555555555556,4.393939393939394
2.571428571428572,4.25
2.9411764705882355,6.3
5.114285714285714,12.666666666666664
6.112903225806452,7.0
9.333333333333334,6.6
14.0,23.580645161290327
11.116666666666667,20.91489361702128
5.333333333333333,4.6875
4.625,6.166666666666668
5.1034482758620685,10.113636363636363
6.515625,17.414634146341463
2.9,5.0
8.4,11.111111111111109
3.333333333333333,6.0
2.125,2.6666666666666665
4.733333333333333,9.333333333333334
19.95,15.952380952380953
2.0,1.8
15.727272727272727,17.382978723404253
7.8125,9.625
8.85,10.0
3.4473684210526314,4.227272727272728
9.83673469387755,11.54054054054054
1.9285714285714288,2.583333333333333
4.52,5.333333333333333
2.7333333333333334,3.25
8.857142857142858,6.95
4.333333333333333,11.25
1.5,1.6666666666666667
7.333333333333332,6.0
3.0,5.333333333333333
4.818181818181818,20.33333333333333
4.0,13.241379310344827
1.5,4.368421052631579
2.4285714285714284,6.7142857142857135
3.0,9.0
2.25,6.0
4.2,9.31578947368421
3.2352941176470584,4.666666666666667
7.5,7.723404255319148
3.25,6.222222222222222
8.1,6.625
4.657894736842105,5.483870967741934
1.875,2.5
4.0,4.5
2.333333333333333,5.033333333333333
2.071428571428572,3.333333333333333
4.0,5.916666666666668
4.625,4.2
2.6666666666666665,4.8
3.363636363636364,7.36842105263158
3.625,3.5
3.3846153846153846,7.5
4.282051282051282,6.102564102564102
5.095238095238095,3.2857142857142856
4.344827586206897,4.375
4.5,7.1818181818181825
5.25,8.5
3.0,9.25
2.863636363636364,5.1
15.633333333333333,18.764705882352946
6.243243243243242,8.714285714285714
7.125,4.571428571428571
8.67741935483871,10.4
4.5,6.75
2.5,3.5
9.75862068965517,9.958333333333334
6.0,6.166666666666668
3.6,4.777777777777779
11.264705882352944,19.615384615384613
3.2333333333333334,4.66
4.304347826086956,5.4444444444444455
3.8333333333333335,3.5
3.986842105263158,3.8484848484848486
4.0,5.25
1.0,13.5
6.688888888888888,7.777777777777778
8.105882352941176,9.476190476190476
1.7777777777777777,8.857142857142858
2.6,2.0
2.2222222222222223,1.75
3.8235294117647056,4.294117647058823
2.5384615384615383,2.6666666666666665
7.7142857142857135,3.5
3.90625,8.5
5.466666666666668,2.6666666666666665
2.230769230769231,6.0769230769230775
4.0,6.333333333333332
2.5,2.6666666666666665
3.333333333333333,3.0
5.45945945945946,5.035714285714286
6.2,8.65
5.433333333333334,8.73913043478261
3.2222222222222223,8.333333333333334
5.471698113207546,7.75
2.4615384615384617,4.5
4.973684210526316,5.620689655172414
3.962264150943396,6.108108108108107
6.225806451612903,8.764705882352942
2.6538461538461537,4.0344827586206895
2.5,5.0
2.8461538461538463,5.25
1.5,1.0
1.8571428571428568,3.8
10.787878787878787,13.986301369863016
8.03225806451613,10.869565217391305
3.2333333333333334,7.195121951219512
2.0,3.5
4.875,15.0
4.0,3.1
4.625,6.117647058823528
5.615384615384616,9.222222222222221
2.888888888888889,3.8333333333333335
1.0,5.0
7.4444444444444455,10.441176470588236
7.661971830985914,9.268292682926827
5.0,22.0
1.0,4.0
2.875,4.0
3.7894736842105265,8.044444444444443
3.0,4.0
4.333333333333333,10.371428571428572
2.176470588235294,4.8
6.045454545454546,13.238095238095234
4.5,9.733333333333333
4.666666666666667,7.534883720930233
2.6,7.272727272727272
2.333333333333333,4.037037037037037
2.4166666666666665,3.4166666666666665
4.333333333333333,9.166666666666666
2.0,2.6666666666666665
2.0,5.333333333333333
2.5625,3.193548387096774
4.777777777777779,10.555555555555557
1.25,3.333333333333333
6.6,8.052631578947368
1.6666666666666667,2.0
1.875,3.4
3.2105263157894735,8.9
9.2,14.16
2.0,3.0
3.8333333333333335,6.8
14.0,2.5
7.0769230769230775,9.78688524590164
8.83673469387755,5.428571428571429
3.6,5.0
5.078947368421051,7.151515151515151
3.0,1.0
4.372549019607844,12.08695652173913
12.148648648648651,16.285714285714285
2.5,3.5
8.423076923076923,11.927272727272728
10.465753424657533,17.716666666666665
2.5,6.0
3.203125,5.327586206896552
3.6,7.5
5.666666666666668,7.1090909090909085
4.666666666666667,2.0
20.777777777777782,13.772727272727273
2.333333333333333,3.0
2.466666666666667,3.7083333333333335
7.666666666666668,5.48
1.3333333333333333,5.333333333333333
3.0,8.588235294117647
3.6944444444444446,7.961538461538463
4.0,4.142857142857143
5.276923076923077,6.814814814814816
4.909090909090909,7.0
2.7777777777777777,9.5
3.2307692307692313,2.5
8.0,4.0
2.6666666666666665,8.166666666666666
1.0,3.75
2.8,5.166666666666667
4.857142857142857,7.583333333333332
3.0,5.608695652173912
2.0,1.0
1.8888888888888888,3.4285714285714284
3.3043478260869565,5.833333333333332
6.227272727272728,14.2
10.0,21.0
8.371428571428572,15.454545454545455
3.0,1.4666666666666666
2.6666666666666665,4.285714285714286
7.428571428571429,13.6
1.8,3.5
4.9375,5.0555555555555545
4.0588235294117645,9.709677419354838
2.117647058823529,3.1666666666666665
1.0,3.5
6.36842105263158,5.25
12.929577464788732,18.46
4.636363636363637,4.352941176470588
1.0,4.0
8.5,3.466666666666667
2.25,3.05
8.290322580645162,17.129032258064516
2.333333333333333,7.264705882352941
3.5,6.0
